-2.1948e-05,0
-4.4052e-05,0
-6.5803e-05,0
-8.7064e-05,0
-0.00010822,0
-0.00012974,0
-0.00015164,0
-0.00017347,0
-0.00019484,0
-0.00021582,0
-0.00023691,0
-0.00025843,0
-0.00028019,0
-0.0003017,0
-0.00032272,0
-0.0003435,0
-0.00036456,0
-0.00038604,0
-0.0004076,0
-0.00042877,0
-0.00044948,0
-0.00047014,0
-0.00049117,0
-0.00051256,0
-0.00053385,0
-0.00055469,0
-0.00057516,0
-0.00059573,0
-0.00061672,0
-0.00063796,0
-0.00065897,0
-0.0006795,0
-0.00069977,0
-0.00072027,0
-0.00074119,0
-0.00076224,0
-0.00078296,0
-0.00080321,0
-0.00082333,0
-0.00084376,0
-0.00086459,0
-0.00088542,0
-0.00090583,0
-0.00092583,0
-0.00094583,0
-0.0009662,0
-0.00098689,0
-0.0010075,0
-0.0010276,0
-0.0010474,0
-0.0010673,0
-0.0010876,0
-0.0011081,0
-0.0011284,0
-0.0011483,0
-0.0011679,0
-0.0011877,0
-0.0012079,0
-0.0012283,0
-0.0012483,0
-0.0012679,0
-0.0012873,0
-0.0013071,0
-0.0013272,0
-0.0013473,0
-0.0013671,0
-0.0013865,0
-0.0014057,0
-0.0014254,0
-0.0014454,0
-0.0014653,0
-0.0014848,0
-0.0015039,0
-0.0015231,0
-0.0015427,0
-0.0015625,0
-0.0015822,0
-0.0016015,0
-0.0016204,0
-0.0016394,0
-0.0016589,0
-0.0016786,0
-0.0016981,0
-0.001717,0
-0.0017358,0
-0.0017548,0
-0.0017742,0
-0.0017937,0
-0.0018128,0
-0.0018315,0
-0.0018501,0
-0.0018691,0
-0.0018884,0
-0.0019077,0
-0.0019265,0
-0.001945,0
-0.0019635,0
-0.0019824,0
-0.0020016,0
-0.0020206,0
-0.0020392,0
-0.0020574,0
-0.0020758,0
-0.0020947,0
-0.0021137,0
-0.0021325,0
-0.0021507,0
-0.0021688,0
-0.0021872,0
-0.002206,0
-0.0022248,0
-0.0022433,0
-0.0022612,0
-0.0022792,0
-0.0022976,0
-0.0023163,0
-0.0023349,0
-0.002353,0
-0.0023707,0
-0.0023887,0
-0.0024071,0
-0.0024257,0
-0.0024439,0
-0.0024616,0
-0.0024792,0
-0.0024972,0
-0.0025156,0
-0.0025339,0
-0.0025517,0
-0.0025692,0
-0.0025868,0
-0.0026048,0
-0.0026231,0
-0.0026411,0
-0.0026585,0
-0.0026758,0
-0.0026935,0
-0.0027115,0
-0.0027296,0
-0.0027471,0
-0.0027642,0
-0.0027815,0
-0.0027993,0
-0.0028173,0
-0.0028349,0
-0.002852,0
-0.002869,0
-0.0028864,0
-0.0029042,0
-0.0029219,0
-0.002939,0
-0.0029558,0
-0.0029729,0
-0.0029905,0
-0.0030081,0
-0.0030253,0
-0.003042,0
-0.0030588,0
-0.0030762,0
-0.0030937,0
-0.0031109,0
-0.0031275,0
-0.0031441,0
-0.0031611,0
-0.0031786,0
-0.0031957,0
-0.0032123,0
-0.0032287,0
-0.0032455,0
-0.0032627,0
-0.0032799,0
-0.0032964,0
-0.0033127,0
-0.0033292,0
-0.0033463,0
-0.0033633,0
-0.0033798,0
-0.0033959,0
-0.0034123,0
-0.0034292,0
-0.0034461,0
-0.0034625,0
-0.0034785,0
-0.0034947,0
-0.0035115,0
-0.0035283,0
-0.0035445,0
-0.0035603,0
-0.0035764,0
-0.0035931,0
-0.0036098,0
-0.0036258,0
-0.0036415,0
-0.0036575,0
-0.0036741,0
-0.0036906,0
-0.0037065,0
-0.0037221,0
-0.003738,0
-0.0037545,0
-0.0037708,0
-0.0037864,0
